Fe,Mn,Ni,T,NP_ALPHA_MN,NP_BCC_A2,NP_BETA_MN,NP_FCC_A1,NP_LIQUID,NP_MNNI,NP_MNNI2,GM,HM,SM,CPM,converged,in_stainless_box
0.38507440613748584,0.2334651643962993,0.3814604294662149,735.811907678893,0.0,0.0,0.0,0.9999999999999997,0.0,0.0,0.0,-38125.90251704847,0.0,0.0,0.0,True,0
0.04090814859967906,0.4410288280022983,0.5180630233980227,1660.97160895946,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,-121562.50832040921,0.0,0.0,0.0,True,0
0.7547854008513585,0.10826203665527546,0.1369525624933661,1115.267631397822,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,-59198.7652124789,0.0,0.0,0.0,True,1
0.6938224464482879,0.2787245661899363,0.027452987361775778,962.0172063267098,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-47487.87922929871,0.0,0.0,0.0,True,1
0.6922864242990935,0.13499554173885403,0.17271803396205251,1395.2701566457733,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-84533.5760192324,0.0,0.0,0.0,True,1
0.46204271201280667,0.3174173913948657,0.22053989659232762,1102.769062086247,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-64765.44151253728,0.0,0.0,0.0,True,0
0.6299350268377428,0.2480102426431359,0.12205473051912134,1604.0374402907792,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,-105434.05826799902,0.0,0.0,0.0,True,1
0.394000699788257,0.16949988472237887,0.4364994154893641,924.8055000970108,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,-51175.90118963637,0.0,0.0,0.0,True,0
0.5897481564898424,0.33244334144904636,0.0778085020611112,1999.3845212813933,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,-148751.93356626717,0.0,0.0,0.0,True,0
0.8840598314292841,0.0022837002890657007,0.11365646828165026,1937.2968510161263,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,-127537.13776879071,0.0,0.0,0.0,True,1
0.5307088285293201,0.3272216492588469,0.14206952221183297,1790.2346139236133,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,-128006.84603476191,0.0,0.0,0.0,True,0
